Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,POST async document upload,57,6,1800.0,1960.9801753157817,868.8381510000909,3310.445804999972,585.3333333333334,14.876019012904457,1.5658967382004694,1800,2600,2700,2700,3300,3300,3300,3300,3300,3300,3300
,Aggregated,57,6,1800.0,1960.9801753157817,868.8381510000909,3310.445804999972,585.3333333333334,14.876019012904457,1.5658967382004694,1800,2600,2700,2700,3300,3300,3300,3300,3300,3300,3300
